row_id,col_1,col_2,col_3,col_4,col_5,col_6,pop,importance
2,7.0,2.0,20.0,1.0,11.0,5.0,24,525.7812756286457
247,6.0,17.0,3.0,1.0,13.0,12.0,26,525.5617526053406
98,2.0,18.0,19.0,17.0,14.0,8.0,24,522.9923059335284
898,2.0,0.0,20.0,14.0,0.0,16.0,21,522.9120070018695
753,7.0,16.0,19.0,19.0,15.0,13.0,25,522.3398993166797
438,2.0,4.0,16.0,18.0,18.0,20.0,22,520.6445605247411
759,17.0,6.0,11.0,1.0,19.0,17.0,24,520.388720954846
190,18.0,3.0,17.0,1.0,0.0,14.0,22,520.1048807465102
112,12.0,12.0,3.0,0.0,16.0,7.0,26,518.8423154563059
920,17.0,5.0,19.0,0.0,0.0,11.0,22,518.7070246126455
226,2.0,12.0,13.0,17.0,3.0,17.0,25,518.1849106695574
35,2.0,18.0,19.0,6.0,19.0,8.0,23,517.6672340821411
881,11.0,8.0,9.0,1.0,15.0,19.0,26,516.2645003048173
858,6.0,12.0,19.0,4.0,2.0,14.0,25,515.8071153328347
716,2.0,18.0,2.0,13.0,7.0,3.0,24,512.988829588883
287,20.0,1.0,3.0,1.0,14.0,1.0,21,511.94849232004054
511,2.0,15.0,7.0,1.0,16.0,8.0,25,511.48716397228935
800,7.0,0.0,9.0,17.0,15.0,7.0,26,511.220085092651
333,11.0,12.0,9.0,14.0,12.0,20.0,28,506.7683782152999
417,2.0,4.0,15.0,19.0,3.0,1.0,22,506.7557530866931
682,6.0,16.0,0.0,4.0,8.0,17.0,24,505.2070539715123
363,20.0,2.0,1.0,1.0,2.0,17.0,20,503.6636972141913
66,2.0,11.0,15.0,18.0,4.0,13.0,25,502.3540078230343
176,18.0,6.0,19.0,5.0,20.0,0.0,21,501.86431271472867
298,11.0,0.0,19.0,10.0,4.0,14.0,24,501.3812052822959
65,12.0,20.0,0.0,15.0,6.0,4.0,23,500.51238886551334
848,2.0,19.0,15.0,1.0,9.0,2.0,22,500.4734863728853
53,13.0,17.0,14.0,1.0,9.0,1.0,24,500.3394850316258
969,12.0,10.0,13.0,1.0,7.0,2.0,26,499.3832564405162
260,19.0,5.0,18.0,4.0,2.0,0.0,21,497.714561679071
146,2.0,0.0,5.0,17.0,9.0,4.0,23,497.13903026920065
454,19.0,5.0,11.0,1.0,6.0,15.0,24,497.08015841847566
281,12.0,18.0,18.0,13.0,3.0,12.0,25,497.0345793544861
666,5.0,8.0,3.0,1.0,3.0,0.0,22,495.70573922252015
289,11.0,2.0,12.0,17.0,7.0,20.0,24,495.4138943068393
449,11.0,0.0,9.0,19.0,2.0,5.0,23,495.124727212438
620,4.0,0.0,16.0,1.0,12.0,8.0,23,494.93460682570674
124,18.0,18.0,20.0,4.0,17.0,9.0,22,493.95439390678257
69,0.0,4.0,9.0,4.0,3.0,1.0,22,493.8787188071664
56,3.0,12.0,19.0,0.0,7.0,13.0,23,493.4364534060724
284,18.0,2.0,14.0,0.0,6.0,11.0,23,493.21743110233604
164,12.0,1.0,18.0,18.0,3.0,3.0,22,493.1919909463743
285,16.0,20.0,19.0,4.0,3.0,11.0,22,492.9181021976579
420,15.0,12.0,3.0,16.0,0.0,17.0,23,492.87304988661356
61,12.0,19.0,14.0,2.0,7.0,19.0,23,492.5440772737529
375,3.0,5.0,6.0,17.0,4.0,19.0,23,492.202334965711
670,18.0,0.0,9.0,3.0,8.0,12.0,24,491.7754575047503
223,12.0,17.0,2.0,6.0,13.0,19.0,24,491.69733440871426
559,18.0,20.0,18.0,16.0,9.0,9.0,23,490.8650608979744
973,18.0,15.0,18.0,8.0,0.0,9.0,23,490.84235290168294
40,18.0,15.0,15.0,2.0,19.0,0.0,21,490.344824287384
644,14.0,3.0,3.0,17.0,16.0,18.0,23,488.8083757259504
618,17.0,3.0,0.0,17.0,0.0,12.0,21,488.0562889826151
988,2.0,2.0,17.0,10.0,19.0,4.0,22,486.29655189816384
428,16.0,20.0,9.0,4.0,3.0,5.0,23,485.5502262389505
15,18.0,16.0,7.0,2.0,2.0,0.0,21,484.4124747243689
918,19.0,5.0,9.0,6.0,16.0,17.0,24,480.8474297605429
650,3.0,11.0,1.0,18.0,4.0,7.0,23,480.6497884339543
225,9.0,6.0,19.0,4.0,0.0,16.0,22,480.45485228013814
416,12.0,19.0,16.0,6.0,3.0,13.0,24,479.6964588928758
114,11.0,0.0,11.0,4.0,16.0,15.0,24,478.90806649020624
359,2.0,10.0,14.0,4.0,19.0,9.0,24,478.60127682175903
528,8.0,16.0,12.0,1.0,12.0,20.0,23,478.47687204600993
306,12.0,19.0,15.0,17.0,9.0,7.0,25,477.7428180648804
696,12.0,13.0,19.0,14.0,15.0,12.0,26,477.45129929929743
94,12.0,17.0,19.0,7.0,8.0,6.0,25,476.90451085292204
86,12.0,20.0,9.0,6.0,13.0,4.0,25,476.58603160394506
0,6.0,19.0,14.0,10.0,7.0,20.0,23,475.6589856634199
900,0.0,2.0,2.0,4.0,11.0,11.0,22,474.9974804594227
887,12.0,3.0,19.0,17.0,5.0,2.0,22,473.91681771600753
879,15.0,12.0,19.0,17.0,10.0,8.0,25,472.7535268557866
766,15.0,16.0,0.0,9.0,9.0,20.0,22,470.94095371846333
686,14.0,0.0,2.0,13.0,5.0,17.0,22,470.5698812356344
553,2.0,7.0,2.0,13.0,12.0,12.0,25,470.34141780487346
477,2.0,9.0,18.0,8.0,19.0,12.0,23,470.3146193866961
642,19.0,20.0,2.0,16.0,16.0,11.0,21,469.99989518339504
934,11.0,10.0,3.0,17.0,3.0,16.0,24,469.71227310011454
85,19.0,20.0,3.0,20.0,15.0,6.0,20,469.21013279573117
71,3.0,15.0,15.0,1.0,16.0,19.0,21,469.0295377832194
174,8.0,2.0,19.0,10.0,5.0,1.0,22,467.83202759426894
480,8.0,0.0,19.0,13.0,10.0,20.0,21,467.2639870610701
212,14.0,11.0,15.0,18.0,7.0,20.0,23,467.1732375848834
372,2.0,20.0,8.0,13.0,18.0,6.0,22,466.4535321486766
25,6.0,0.0,0.0,19.0,12.0,8.0,21,466.2512330736121
105,14.0,1.0,9.0,17.0,12.0,4.0,24,466.0280022992839
955,18.0,2.0,6.0,20.0,13.0,13.0,22,465.66851730366795
558,0.0,16.0,8.0,20.0,12.0,20.0,20,465.37826391178874
692,9.0,16.0,9.0,6.0,15.0,0.0,24,464.61749551169225
91,15.0,12.0,0.0,19.0,16.0,6.0,22,464.23098252752953
55,6.0,9.0,2.0,17.0,12.0,6.0,25,464.2251084076826
446,6.0,20.0,19.0,3.0,13.0,19.0,20,463.8355612301705
737,10.0,20.0,18.0,10.0,15.0,20.0,21,462.8827542374837
571,10.0,16.0,3.0,14.0,8.0,20.0,23,462.36992675926746
923,7.0,18.0,3.0,17.0,19.0,10.0,22,461.7815638921912
773,12.0,12.0,16.0,16.0,4.0,5.0,25,461.20798182846687
461,1.0,4.0,2.0,8.0,19.0,5.0,21,461.01763907207567
294,1.0,2.0,4.0,4.0,0.0,7.0,20,459.98119721481055
504,14.0,16.0,14.0,19.0,17.0,17.0,22,459.7292084251561
903,12.0,19.0,14.0,20.0,12.0,10.0,23,458.7027707605935
694,2.0,6.0,8.0,4.0,9.0,16.0,24,458.66828178364506
322,5.0,20.0,11.0,4.0,1.0,15.0,21,458.4173261061378
72,11.0,17.0,2.0,0.0,0.0,18.0,19,458.2038580872327
193,1.0,20.0,11.0,2.0,19.0,11.0,20,458.13088681394595
391,18.0,6.0,18.0,18.0,10.0,4.0,22,457.2082543653987
230,12.0,1.0,6.0,19.0,3.0,7.0,22,457.07466232855
689,12.0,14.0,19.0,18.0,2.0,3.0,21,456.25000119498196
243,0.0,5.0,18.0,15.0,7.0,0.0,20,455.9236557852208
808,1.0,2.0,20.0,19.0,16.0,19.0,18,455.37283411877445
421,19.0,16.0,14.0,10.0,12.0,0.0,22,453.7697763042314
357,1.0,8.0,20.0,1.0,8.0,0.0,19,453.66344837137353
546,2.0,9.0,9.0,20.0,15.0,11.0,23,452.94391085998376
974,18.0,0.0,1.0,15.0,11.0,7.0,21,452.7522683735887
909,9.0,0.0,2.0,7.0,7.0,19.0,21,452.2874805211219
358,10.0,2.0,19.0,3.0,17.0,5.0,21,452.1747007461536
92,12.0,3.0,3.0,5.0,18.0,11.0,23,452.1641508858474
783,12.0,6.0,4.0,16.0,15.0,1.0,23,451.6869766826103
581,12.0,16.0,9.0,20.0,11.0,14.0,24,451.4961838795481
661,2.0,9.0,1.0,2.0,15.0,1.0,20,451.47907510337774
290,14.0,0.0,2.0,7.0,3.0,15.0,21,450.8427388619318
774,18.0,12.0,13.0,3.0,6.0,7.0,24,450.0863570092855
990,14.0,11.0,2.0,13.0,16.0,18.0,23,449.8323307004972
460,5.0,4.0,2.0,0.0,3.0,19.0,19,449.46683351548626
940,5.0,12.0,18.0,2.0,7.0,7.0,23,449.35335947053443
665,5.0,14.0,9.0,8.0,0.0,15.0,23,448.8161745132243
535,3.0,18.0,20.0,1.0,10.0,12.0,20,448.68206950204234
971,19.0,12.0,2.0,0.0,3.0,12.0,20,447.33260626360027
805,2.0,15.0,16.0,14.0,2.0,11.0,22,447.13701519234195
82,18.0,16.0,3.0,11.0,8.0,18.0,22,447.0856346196555
132,14.0,4.0,9.0,6.0,16.0,6.0,25,446.37216636497516
221,12.0,17.0,0.0,15.0,12.0,9.0,23,446.091643663762
957,18.0,17.0,11.0,0.0,18.0,19.0,19,445.72622297114737
5,19.0,2.0,4.0,18.0,6.0,20.0,19,445.33923439829334
936,15.0,13.0,6.0,18.0,16.0,8.0,24,445.0087725100867
348,11.0,2.0,5.0,1.0,11.0,1.0,21,444.9081765240793
332,9.0,3.0,19.0,3.0,6.0,0.0,20,444.25248756479704
814,4.0,12.0,20.0,4.0,12.0,5.0,22,444.22264237706867
867,1.0,12.0,9.0,8.0,9.0,6.0,25,443.2512844358508
29,1.0,2.0,16.0,4.0,16.0,16.0,20,443.2045804565269
649,18.0,11.0,15.0,10.0,9.0,19.0,23,442.71576724086987
282,7.0,20.0,18.0,11.0,17.0,5.0,21,441.44305974270935
7,8.0,20.0,1.0,19.0,14.0,6.0,20,440.8668318642976
506,18.0,14.0,7.0,19.0,16.0,0.0,20,440.8040551082021
697,16.0,7.0,20.0,1.0,4.0,5.0,20,440.23902636959565
950,19.0,0.0,3.0,13.0,1.0,15.0,19,439.9042787531258
945,11.0,0.0,9.0,10.0,15.0,13.0,24,439.6439751605664
380,3.0,16.0,2.0,16.0,10.0,20.0,20,439.5096744448256
984,11.0,4.0,9.0,8.0,19.0,6.0,24,439.2775189385571
983,2.0,4.0,9.0,12.0,3.0,12.0,23,439.2740675966284
361,12.0,2.0,9.0,13.0,5.0,2.0,23,438.2188246693202
37,10.0,17.0,9.0,2.0,6.0,15.0,23,437.93008334540224
129,14.0,13.0,13.0,1.0,12.0,13.0,24,437.28812649763347
554,1.0,12.0,18.0,5.0,15.0,1.0,20,437.2711430899549
576,12.0,3.0,1.0,15.0,8.0,8.0,23,437.0055327516064
36,0.0,7.0,6.0,17.0,7.0,0.0,20,436.56392015221684
616,20.0,2.0,2.0,16.0,6.0,13.0,20,436.5500482082359
560,3.0,7.0,19.0,19.0,17.0,13.0,20,435.65056087904975
886,12.0,3.0,13.0,15.0,3.0,0.0,21,434.9340068174566
151,1.0,11.0,2.0,2.0,0.0,7.0,19,434.7711571645946
534,6.0,20.0,7.0,4.0,16.0,4.0,21,434.74937119688866
208,7.0,16.0,0.0,10.0,7.0,9.0,23,434.57900159687387
691,19.0,12.0,13.0,4.0,3.0,13.0,22,433.86808663913143
776,12.0,1.0,15.0,5.0,7.0,7.0,23,433.6476839918884
904,18.0,7.0,19.0,7.0,9.0,15.0,22,433.1112811739753
738,2.0,5.0,13.0,17.0,16.0,3.0,21,433.0141645495745
882,6.0,1.0,0.0,18.0,3.0,1.0,18,432.94352892961973
447,14.0,7.0,20.0,14.0,19.0,13.0,21,432.1891006241731
297,8.0,0.0,4.0,19.0,7.0,10.0,21,432.0822757174821
624,9.0,19.0,14.0,17.0,19.0,12.0,21,432.037272234877
161,3.0,1.0,9.0,4.0,9.0,0.0,20,431.678989251453
540,14.0,10.0,18.0,17.0,16.0,18.0,21,431.45762366227825
51,13.0,20.0,2.0,0.0,19.0,20.0,17,431.33472578431713
651,6.0,13.0,2.0,17.0,15.0,18.0,21,430.9310831901638
362,15.0,6.0,19.0,13.0,8.0,14.0,23,430.905102225018
796,18.0,6.0,16.0,5.0,18.0,5.0,21,430.7776339297703
520,16.0,16.0,5.0,4.0,7.0,1.0,21,429.9755033707116
833,3.0,12.0,12.0,1.0,2.0,7.0,21,429.9074029390484
167,11.0,12.0,7.0,17.0,0.0,14.0,22,429.1552723109786
125,20.0,5.0,0.0,4.0,8.0,11.0,20,428.62025054295555
113,1.0,7.0,6.0,1.0,2.0,17.0,19,428.4272126461626
524,17.0,5.0,14.0,20.0,9.0,4.0,21,427.8593031650026
18,2.0,11.0,7.0,2.0,0.0,2.0,19,427.2728746517598
475,2.0,18.0,13.0,19.0,16.0,7.0,20,427.1975196365138
394,17.0,2.0,16.0,3.0,3.0,13.0,20,427.1830481273784
772,15.0,17.0,15.0,6.0,3.0,7.0,22,425.6308324226511
63,18.0,4.0,20.0,8.0,11.0,20.0,19,425.1532229105194
991,5.0,3.0,6.0,18.0,16.0,15.0,21,425.0048528502888
448,8.0,7.0,16.0,1.0,2.0,7.0,21,424.64599000665595
555,7.0,16.0,1.0,9.0,15.0,5.0,22,424.5367660301622
836,15.0,2.0,9.0,5.0,17.0,17.0,21,424.39103617248367
159,9.0,19.0,14.0,14.0,0.0,19.0,19,424.11447231131194
246,12.0,18.0,9.0,9.0,10.0,20.0,22,424.0782256623489
327,20.0,12.0,18.0,1.0,13.0,3.0,19,423.86791184484935
148,19.0,0.0,4.0,8.0,16.0,8.0,20,423.6559805477538
896,7.0,0.0,19.0,11.0,10.0,6.0,21,423.5613291243432
979,15.0,14.0,2.0,19.0,4.0,4.0,20,423.398931595974
680,9.0,5.0,0.0,13.0,7.0,18.0,21,423.35212536573914
824,16.0,20.0,2.0,5.0,4.0,16.0,19,422.738403581445
884,6.0,20.0,9.0,13.0,13.0,4.0,22,422.25771349549314
42,7.0,19.0,2.0,15.0,2.0,17.0,19,421.64040368057834
250,15.0,5.0,18.0,6.0,9.0,8.0,23,421.5871271408746
603,12.0,10.0,11.0,0.0,16.0,15.0,22,421.584526070228
804,19.0,7.0,9.0,18.0,2.0,4.0,20,421.5424283167529
84,14.0,15.0,20.0,4.0,2.0,11.0,20,421.456171296063
619,19.0,19.0,9.0,10.0,8.0,8.0,22,421.1650506124903
812,17.0,20.0,2.0,7.0,2.0,7.0,19,421.0268807807061
872,14.0,17.0,11.0,16.0,0.0,10.0,21,420.6650759686584
356,1.0,13.0,3.0,0.0,17.0,12.0,19,420.2762417167315
429,3.0,6.0,6.0,17.0,2.0,0.0,19,419.7104781628472
690,4.0,0.0,3.0,11.0,9.0,20.0,19,419.1570530752038
325,12.0,20.0,10.0,15.0,14.0,20.0,20,419.09981018339346
144,19.0,16.0,11.0,14.0,0.0,13.0,20,419.08987708254153
158,5.0,5.0,2.0,6.0,18.0,7.0,21,418.6913766313483
249,8.0,16.0,7.0,1.0,12.0,2.0,21,418.6010244369811
304,20.0,17.0,10.0,1.0,17.0,6.0,19,418.17684241693127
583,1.0,16.0,3.0,13.0,9.0,2.0,20,418.1588180461805
531,10.0,6.0,3.0,18.0,0.0,2.0,19,418.1162623681031
489,7.0,20.0,18.0,5.0,19.0,18.0,18,417.89052409221586
173,8.0,20.0,8.0,9.0,19.0,20.0,19,417.76489015890667
629,19.0,12.0,4.0,20.0,8.0,5.0,20,417.62756882198335
632,11.0,5.0,18.0,3.0,14.0,8.0,22,417.6125554680878
328,15.0,20.0,19.0,13.0,14.0,2.0,19,417.38715913243465
205,4.0,0.0,3.0,14.0,19.0,18.0,18,417.2198474612551
390,7.0,13.0,3.0,10.0,19.0,14.0,22,417.16875056351967
130,18.0,6.0,2.0,14.0,13.0,10.0,22,417.04207512987944
944,6.0,5.0,1.0,8.0,16.0,4.0,21,415.66357215340093
826,17.0,17.0,3.0,16.0,13.0,13.0,21,415.24554310734936
321,8.0,2.0,20.0,7.0,15.0,1.0,19,415.15159721469365
473,14.0,17.0,18.0,0.0,5.0,1.0,18,415.12014446844466
219,11.0,12.0,1.0,2.0,4.0,10.0,21,414.5426100540367
742,10.0,13.0,1.0,4.0,4.0,18.0,20,414.45839114424297
831,3.0,12.0,5.0,13.0,4.0,15.0,22,414.3829446774909
699,18.0,13.0,9.0,14.0,18.0,3.0,21,414.0090940237586
95,0.0,2.0,12.0,16.0,0.0,5.0,18,413.52210903861453
266,11.0,19.0,3.0,8.0,5.0,15.0,21,413.4527589243838
676,14.0,0.0,13.0,4.0,10.0,15.0,21,413.3747186513461
889,18.0,13.0,6.0,13.0,5.0,11.0,23,413.3624516731204
234,19.0,16.0,9.0,2.0,17.0,17.0,19,412.6669518044006
119,16.0,4.0,3.0,9.0,16.0,9.0,22,412.5719476013942
640,5.0,0.0,14.0,6.0,16.0,1.0,19,411.3618276752102
376,2.0,6.0,13.0,6.0,4.0,4.0,21,410.5294637518492
627,0.0,2.0,14.0,7.0,3.0,1.0,18,410.1080940016832
271,11.0,13.0,14.0,15.0,19.0,0.0,20,409.89749148537396
175,6.0,17.0,1.0,16.0,10.0,11.0,21,409.64314100485933
952,12.0,12.0,4.0,19.0,17.0,14.0,21,409.56830723814596
821,14.0,16.0,16.0,12.0,16.0,5.0,22,409.4522037477407
600,17.0,5.0,1.0,14.0,20.0,13.0,19,409.27796608514734
602,13.0,12.0,2.0,5.0,7.0,11.0,23,409.0749741320176
815,4.0,8.0,15.0,1.0,0.0,7.0,19,408.3548083778561
216,14.0,20.0,6.0,8.0,18.0,15.0,20,408.20022650558303
338,2.0,11.0,1.0,0.0,20.0,16.0,17,407.8871988134519
254,3.0,2.0,19.0,11.0,6.0,10.0,20,407.7610836555789
532,12.0,14.0,1.0,10.0,3.0,18.0,20,407.35655329717895
705,12.0,15.0,16.0,20.0,6.0,16.0,20,407.18066474809655
667,18.0,9.0,20.0,14.0,18.0,15.0,19,407.1270599638448
13,20.0,12.0,8.0,14.0,12.0,0.0,20,406.9458421625
653,16.0,11.0,20.0,10.0,4.0,11.0,21,406.0222143904837
343,3.0,5.0,9.0,6.0,12.0,13.0,23,406.00613889636315
999,2.0,2.0,12.0,7.0,6.0,0.0,19,405.7405602711581
296,2.0,13.0,15.0,9.0,9.0,11.0,23,405.72529922864544
625,7.0,8.0,15.0,18.0,15.0,6.0,22,405.7129166638554
860,9.0,20.0,4.0,19.0,19.0,5.0,18,405.65070335030214
657,19.0,6.0,14.0,13.0,18.0,19.0,19,405.64656911927216
580,7.0,0.0,3.0,20.0,10.0,2.0,18,405.5305972406631
34,5.0,15.0,2.0,19.0,3.0,18.0,18,405.2014947022769
870,16.0,15.0,15.0,13.0,6.0,20.0,20,404.73681185951983
813,17.0,9.0,19.0,16.0,7.0,10.0,21,404.6076929551081
184,13.0,1.0,0.0,17.0,6.0,7.0,19,404.19399329608444
443,4.0,1.0,15.0,1.0,9.0,1.0,18,404.0634547403627
139,10.0,8.0,2.0,18.0,7.0,4.0,21,403.9617561495159
76,7.0,9.0,1.0,18.0,8.0,6.0,21,403.72182852847743
330,16.0,12.0,3.0,10.0,6.0,11.0,23,403.4524446676317
614,12.0,9.0,3.0,8.0,1.0,18.0,20,403.1137118679409
761,2.0,4.0,7.0,7.0,7.0,11.0,22,403.0836542661181
136,11.0,18.0,9.0,8.0,4.0,5.0,22,402.9012244592727
597,10.0,0.0,16.0,14.0,19.0,5.0,19,402.7403704660717
32,10.0,16.0,5.0,4.0,19.0,1.0,19,402.7375787459512
451,18.0,10.0,11.0,9.0,7.0,8.0,24,402.6544841907323
235,16.0,2.0,2.0,5.0,12.0,14.0,20,402.2618034285306
404,19.0,17.0,14.0,18.0,11.0,12.0,20,402.2007056534224
425,2.0,12.0,10.0,16.0,12.0,5.0,22,401.5344638870971
760,5.0,9.0,19.0,14.0,4.0,19.0,19,401.114386246307
456,5.0,0.0,0.0,7.0,4.0,15.0,18,400.69276674682993
750,19.0,5.0,2.0,12.0,12.0,1.0,19,400.426921951384
30,16.0,1.0,1.0,4.0,0.0,0.0,16,400.28415683523184
108,2.0,0.0,20.0,15.0,5.0,16.0,17,399.74632473622273
165,10.0,4.0,19.0,10.0,9.0,7.0,22,399.5583041616793
189,9.0,6.0,0.0,20.0,18.0,15.0,18,399.4422524309828
310,16.0,11.0,7.0,13.0,3.0,0.0,20,399.0535997282339
837,4.0,20.0,6.0,1.0,10.0,12.0,19,398.891077106388
519,9.0,17.0,2.0,10.0,14.0,10.0,22,398.8845622380767
387,12.0,18.0,4.0,11.0,0.0,4.0,19,398.6026275130822
141,14.0,5.0,16.0,5.0,18.0,1.0,19,397.73046579544615
795,10.0,16.0,20.0,18.0,1.0,7.0,18,397.40856196898534
28,19.0,16.0,16.0,19.0,11.0,6.0,19,397.2301650406113
728,13.0,12.0,3.0,6.0,9.0,6.0,23,397.11229569841106
960,12.0,13.0,7.0,11.0,20.0,7.0,22,397.01906664960325
569,4.0,16.0,0.0,9.0,14.0,20.0,18,396.63655661903556
751,4.0,16.0,5.0,1.0,3.0,10.0,19,395.8590709167117
654,16.0,5.0,0.0,4.0,13.0,4.0,19,395.6325149885053
908,18.0,5.0,13.0,19.0,5.0,16.0,19,395.55746956475497
353,7.0,4.0,19.0,7.0,11.0,0.0,19,395.42574791658143
764,17.0,5.0,1.0,10.0,13.0,4.0,20,394.7162081959681
317,0.0,6.0,20.0,14.0,0.0,11.0,17,394.2521625305247
44,3.0,0.0,3.0,0.0,13.0,20.0,16,393.9975961745879
478,6.0,13.0,8.0,18.0,14.0,19.0,20,393.9090528481556
669,12.0,3.0,6.0,16.0,8.0,3.0,21,393.5679880013073
997,20.0,6.0,7.0,18.0,19.0,15.0,18,393.52417446673905
399,19.0,20.0,11.0,18.0,13.0,16.0,18,393.49278523906355
318,6.0,14.0,20.0,18.0,0.0,16.0,17,393.04867297694415
162,5.0,12.0,14.0,3.0,12.0,19.0,20,392.83811285494716
316,17.0,12.0,8.0,18.0,12.0,10.0,22,392.67161419195844
593,3.0,7.0,8.0,4.0,19.0,17.0,19,392.45226027111426
33,5.0,10.0,15.0,15.0,0.0,8.0,20,391.83366314589085
57,15.0,13.0,11.0,18.0,14.0,1.0,20,391.74094493256825
922,3.0,0.0,6.0,17.0,8.0,2.0,18,391.6421744730279
81,8.0,16.0,16.0,19.0,15.0,12.0,20,390.7822365323753
847,9.0,13.0,9.0,13.0,8.0,13.0,25,390.16045616420655
539,19.0,5.0,3.0,5.0,10.0,0.0,18,390.03651606975967
755,20.0,8.0,2.0,18.0,19.0,4.0,17,389.88599086447005
970,20.0,2.0,0.0,18.0,17.0,16.0,16,389.58722307267215
486,8.0,3.0,2.0,16.0,1.0,0.0,17,389.2157588133159
354,20.0,19.0,5.0,17.0,7.0,6.0,18,389.2112771459446
967,19.0,4.0,20.0,16.0,8.0,1.0,17,389.0540712264553
382,17.0,7.0,2.0,8.0,19.0,5.0,19,388.9089467249497
809,20.0,0.0,19.0,5.0,14.0,13.0,17,388.7659316382832
383,9.0,20.0,9.0,12.0,16.0,8.0,21,388.6778003445154
336,3.0,6.0,9.0,17.0,18.0,3.0,19,388.6253439169132
498,8.0,4.0,16.0,8.0,16.0,20.0,19,388.06190764952356
397,1.0,10.0,9.0,14.0,16.0,7.0,21,387.99350915461685
829,19.0,3.0,2.0,15.0,11.0,7.0,19,387.21717642306123
514,17.0,3.0,2.0,12.0,8.0,20.0,18,387.18899689491957
807,19.0,11.0,3.0,15.0,15.0,0.0,18,387.1657929386073
373,15.0,15.0,0.0,3.0,3.0,6.0,18,387.0248304351554
93,6.0,9.0,18.0,6.0,2.0,12.0,20,386.74486917429465
3,1.0,20.0,0.0,11.0,11.0,16.0,17,386.5557476496829
275,14.0,1.0,9.0,11.0,16.0,7.0,21,386.449595371096
102,17.0,4.0,8.0,3.0,16.0,8.0,20,386.3140382686415
706,6.0,12.0,4.0,16.0,2.0,6.0,20,386.1901761938867
50,20.0,5.0,2.0,8.0,4.0,16.0,18,385.73659808622926
933,10.0,17.0,11.0,5.0,4.0,0.0,19,385.5698309331451
956,12.0,11.0,8.0,0.0,18.0,10.0,20,385.33897066311977
462,17.0,5.0,18.0,11.0,10.0,1.0,19,385.2618469962501
819,0.0,0.0,9.0,9.0,20.0,14.0,17,385.20267016142674
103,0.0,20.0,19.0,12.0,15.0,12.0,17,385.1856449758452
986,18.0,4.0,17.0,19.0,11.0,16.0,18,385.16603150042846
256,1.0,13.0,1.0,3.0,16.0,2.0,17,385.14963981202584
721,8.0,5.0,16.0,15.0,2.0,20.0,18,385.0550755918326
181,0.0,13.0,18.0,14.0,17.0,1.0,17,384.8904120244904
615,0.0,6.0,16.0,2.0,19.0,19.0,16,384.6557406276805
777,5.0,13.0,2.0,9.0,2.0,11.0,20,384.64121798567993
329,7.0,15.0,9.0,3.0,17.0,1.0,19,384.31839721156774
388,7.0,12.0,7.0,10.0,0.0,12.0,21,384.1940936551415
995,5.0,16.0,13.0,10.0,18.0,1.0,19,384.0495620170139
426,16.0,12.0,18.0,20.0,18.0,9.0,18,383.99091720833746
564,14.0,16.0,17.0,5.0,16.0,17.0,19,383.77476465085994
499,18.0,6.0,8.0,6.0,12.0,10.0,22,383.57616017070546
374,7.0,16.0,4.0,6.0,19.0,19.0,18,383.283820743674
536,14.0,11.0,20.0,10.0,6.0,4.0,20,383.1401487041682
