row_id,col_1,col_2,col_3,col_4,col_5,col_6,pop
644,14.0,3.0,3.0,17.0,16.0,18.0,23
649,18.0,11.0,15.0,10.0,9.0,19.0,23
650,3.0,11.0,1.0,18.0,4.0,7.0,23
665,5.0,14.0,9.0,8.0,0.0,15.0,23
702,14.0,0.0,0.0,18.0,2.0,9.0,23
728,13.0,12.0,3.0,6.0,9.0,6.0,23
776,12.0,1.0,15.0,5.0,7.0,7.0,23
783,12.0,6.0,4.0,16.0,15.0,1.0,23
851,15.0,16.0,18.0,17.0,2.0,20.0,23
889,18.0,13.0,6.0,13.0,5.0,11.0,23
903,12.0,19.0,14.0,20.0,12.0,10.0,23
940,5.0,12.0,18.0,2.0,7.0,7.0,23
973,18.0,15.0,18.0,8.0,0.0,9.0,23
983,2.0,4.0,9.0,12.0,3.0,12.0,23
990,14.0,11.0,2.0,13.0,16.0,18.0,23
69,0.0,4.0,9.0,4.0,3.0,1.0,22
82,18.0,16.0,3.0,11.0,8.0,18.0,22
91,15.0,12.0,0.0,19.0,16.0,6.0,22
119,16.0,4.0,3.0,9.0,16.0,9.0,22
124,18.0,18.0,20.0,4.0,17.0,9.0,22
130,18.0,6.0,2.0,14.0,13.0,10.0,22
136,11.0,18.0,9.0,8.0,4.0,5.0,22
164,12.0,1.0,18.0,18.0,3.0,3.0,22
165,10.0,4.0,19.0,10.0,9.0,7.0,22
167,11.0,12.0,7.0,17.0,0.0,14.0,22
174,8.0,2.0,19.0,10.0,5.0,1.0,22
190,18.0,3.0,17.0,1.0,0.0,14.0,22
225,9.0,6.0,19.0,4.0,0.0,16.0,22
230,12.0,1.0,6.0,19.0,3.0,7.0,22
246,12.0,18.0,9.0,9.0,10.0,20.0,22
285,16.0,20.0,19.0,4.0,3.0,11.0,22
316,17.0,12.0,8.0,18.0,12.0,10.0,22
372,2.0,20.0,8.0,13.0,18.0,6.0,22
390,7.0,13.0,3.0,10.0,19.0,14.0,22
391,18.0,6.0,18.0,18.0,10.0,4.0,22
417,2.0,4.0,15.0,19.0,3.0,1.0,22
421,19.0,16.0,14.0,10.0,12.0,0.0,22
423,14.0,5.0,14.0,13.0,10.0,6.0,22
425,2.0,12.0,10.0,16.0,12.0,5.0,22
438,2.0,4.0,16.0,18.0,18.0,20.0,22
464,2.0,11.0,15.0,20.0,0.0,20.0,22
484,17.0,20.0,20.0,4.0,15.0,19.0,22
499,18.0,6.0,8.0,6.0,12.0,10.0,22
504,14.0,16.0,14.0,19.0,17.0,17.0,22
519,9.0,17.0,2.0,10.0,14.0,10.0,22
555,7.0,16.0,1.0,9.0,15.0,5.0,22
603,12.0,10.0,11.0,0.0,16.0,15.0,22
619,19.0,19.0,9.0,10.0,8.0,8.0,22
625,7.0,8.0,15.0,18.0,15.0,6.0,22
632,11.0,5.0,18.0,3.0,14.0,8.0,22
666,5.0,8.0,3.0,1.0,3.0,0.0,22
686,14.0,0.0,2.0,13.0,5.0,17.0,22
691,19.0,12.0,13.0,4.0,3.0,13.0,22
723,9.0,12.0,10.0,15.0,7.0,7.0,22
761,2.0,4.0,7.0,7.0,7.0,11.0,22
766,15.0,16.0,0.0,9.0,9.0,20.0,22
772,15.0,17.0,15.0,6.0,3.0,7.0,22
805,2.0,15.0,16.0,14.0,2.0,11.0,22
814,4.0,12.0,20.0,4.0,12.0,5.0,22
821,14.0,16.0,16.0,12.0,16.0,5.0,22
827,12.0,6.0,11.0,14.0,18.0,10.0,22
831,3.0,12.0,5.0,13.0,4.0,15.0,22
848,2.0,19.0,15.0,1.0,9.0,2.0,22
884,6.0,20.0,9.0,13.0,13.0,4.0,22
887,12.0,3.0,19.0,17.0,5.0,2.0,22
900,0.0,2.0,2.0,4.0,11.0,11.0,22
904,18.0,7.0,19.0,7.0,9.0,15.0,22
920,17.0,5.0,19.0,0.0,0.0,11.0,22
923,7.0,18.0,3.0,17.0,19.0,10.0,22
955,18.0,2.0,6.0,20.0,13.0,13.0,22
960,12.0,13.0,7.0,11.0,20.0,7.0,22
988,2.0,2.0,17.0,10.0,19.0,4.0,22
11,3.0,13.0,15.0,14.0,7.0,13.0,21
15,18.0,16.0,7.0,2.0,2.0,0.0,21
25,6.0,0.0,0.0,19.0,12.0,8.0,21
40,18.0,15.0,15.0,2.0,19.0,0.0,21
71,3.0,15.0,15.0,1.0,16.0,19.0,21
76,7.0,9.0,1.0,18.0,8.0,6.0,21
87,2.0,10.0,10.0,17.0,14.0,11.0,21
122,18.0,14.0,15.0,10.0,15.0,7.0,21
139,10.0,8.0,2.0,18.0,7.0,4.0,21
142,14.0,10.0,7.0,18.0,12.0,11.0,21
154,12.0,9.0,17.0,7.0,7.0,6.0,21
158,5.0,5.0,2.0,6.0,18.0,7.0,21
175,6.0,17.0,1.0,16.0,10.0,11.0,21
176,18.0,6.0,19.0,5.0,20.0,0.0,21
219,11.0,12.0,1.0,2.0,4.0,10.0,21
249,8.0,16.0,7.0,1.0,12.0,2.0,21
257,12.0,8.0,6.0,14.0,10.0,19.0,21
260,19.0,5.0,18.0,4.0,2.0,0.0,21
266,11.0,19.0,3.0,8.0,5.0,15.0,21
275,14.0,1.0,9.0,11.0,16.0,7.0,21
282,7.0,20.0,18.0,11.0,17.0,5.0,21
287,20.0,1.0,3.0,1.0,14.0,1.0,21
290,14.0,0.0,2.0,7.0,3.0,15.0,21
297,8.0,0.0,4.0,19.0,7.0,10.0,21
322,5.0,20.0,11.0,4.0,1.0,15.0,21
348,11.0,2.0,5.0,1.0,11.0,1.0,21
358,10.0,2.0,19.0,3.0,17.0,5.0,21
376,2.0,6.0,13.0,6.0,4.0,4.0,21
383,9.0,20.0,9.0,12.0,16.0,8.0,21
388,7.0,12.0,7.0,10.0,0.0,12.0,21
397,1.0,10.0,9.0,14.0,16.0,7.0,21
447,14.0,7.0,20.0,14.0,19.0,13.0,21
448,8.0,7.0,16.0,1.0,2.0,7.0,21
461,1.0,4.0,2.0,8.0,19.0,5.0,21
480,8.0,0.0,19.0,13.0,10.0,20.0,21
520,16.0,16.0,5.0,4.0,7.0,1.0,21
523,12.0,3.0,13.0,10.0,9.0,18.0,21
524,17.0,5.0,14.0,20.0,9.0,4.0,21
534,6.0,20.0,7.0,4.0,16.0,4.0,21
540,14.0,10.0,18.0,17.0,16.0,18.0,21
609,7.0,12.0,9.0,7.0,3.0,14.0,21
618,17.0,3.0,0.0,17.0,0.0,12.0,21
624,9.0,19.0,14.0,17.0,19.0,12.0,21
642,19.0,20.0,2.0,16.0,16.0,11.0,21
651,6.0,13.0,2.0,17.0,15.0,18.0,21
653,16.0,11.0,20.0,10.0,4.0,11.0,21
669,12.0,3.0,6.0,16.0,8.0,3.0,21
676,14.0,0.0,13.0,4.0,10.0,15.0,21
680,9.0,5.0,0.0,13.0,7.0,18.0,21
689,12.0,14.0,19.0,18.0,2.0,3.0,21
699,18.0,13.0,9.0,14.0,18.0,3.0,21
724,7.0,12.0,1.0,11.0,9.0,11.0,21
737,10.0,20.0,18.0,10.0,15.0,20.0,21
738,2.0,5.0,13.0,17.0,16.0,3.0,21
796,18.0,6.0,16.0,5.0,18.0,5.0,21
813,17.0,9.0,19.0,16.0,7.0,10.0,21
816,18.0,10.0,11.0,11.0,6.0,12.0,21
826,17.0,17.0,3.0,16.0,13.0,13.0,21
833,3.0,12.0,12.0,1.0,2.0,7.0,21
835,7.0,6.0,11.0,18.0,6.0,9.0,21
836,15.0,2.0,9.0,5.0,17.0,17.0,21
839,9.0,17.0,14.0,7.0,8.0,4.0,21
872,14.0,17.0,11.0,16.0,0.0,10.0,21
886,12.0,3.0,13.0,15.0,3.0,0.0,21
896,7.0,0.0,19.0,11.0,10.0,6.0,21
898,2.0,0.0,20.0,14.0,0.0,16.0,21
909,9.0,0.0,2.0,7.0,7.0,19.0,21
928,12.0,5.0,5.0,11.0,7.0,18.0,21
944,6.0,5.0,1.0,8.0,16.0,4.0,21
952,12.0,12.0,4.0,19.0,17.0,14.0,21
974,18.0,0.0,1.0,15.0,11.0,7.0,21
991,5.0,3.0,6.0,18.0,16.0,15.0,21
7,8.0,20.0,1.0,19.0,14.0,6.0,20
13,20.0,12.0,8.0,14.0,12.0,0.0,20
26,2.0,6.0,5.0,7.0,8.0,4.0,20
29,1.0,2.0,16.0,4.0,16.0,16.0,20
33,5.0,10.0,15.0,15.0,0.0,8.0,20
36,0.0,7.0,6.0,17.0,7.0,0.0,20
57,15.0,13.0,11.0,18.0,14.0,1.0,20
81,8.0,16.0,16.0,19.0,15.0,12.0,20
84,14.0,15.0,20.0,4.0,2.0,11.0,20
85,19.0,20.0,3.0,20.0,15.0,6.0,20
93,6.0,9.0,18.0,6.0,2.0,12.0,20
102,17.0,4.0,8.0,3.0,16.0,8.0,20
121,1.0,12.0,10.0,10.0,15.0,10.0,20
125,20.0,5.0,0.0,4.0,8.0,11.0,20
144,19.0,16.0,11.0,14.0,0.0,13.0,20
148,19.0,0.0,4.0,8.0,16.0,8.0,20
161,3.0,1.0,9.0,4.0,9.0,0.0,20
162,5.0,12.0,14.0,3.0,12.0,19.0,20
193,1.0,20.0,11.0,2.0,19.0,11.0,20
216,14.0,20.0,6.0,8.0,18.0,15.0,20
235,16.0,2.0,2.0,5.0,12.0,14.0,20
243,0.0,5.0,18.0,15.0,7.0,0.0,20
254,3.0,2.0,19.0,11.0,6.0,10.0,20
271,11.0,13.0,14.0,15.0,19.0,0.0,20
294,1.0,2.0,4.0,4.0,0.0,7.0,20
310,16.0,11.0,7.0,13.0,3.0,0.0,20
324,15.0,5.0,13.0,17.0,11.0,10.0,20
325,12.0,20.0,10.0,15.0,14.0,20.0,20
332,9.0,3.0,19.0,3.0,6.0,0.0,20
363,20.0,2.0,1.0,1.0,2.0,17.0,20
380,3.0,16.0,2.0,16.0,10.0,20.0,20
394,17.0,2.0,16.0,3.0,3.0,13.0,20
404,19.0,17.0,14.0,18.0,11.0,12.0,20
446,6.0,20.0,19.0,3.0,13.0,19.0,20
472,11.0,16.0,6.0,8.0,2.0,12.0,20
475,2.0,18.0,13.0,19.0,16.0,7.0,20
478,6.0,13.0,8.0,18.0,14.0,19.0,20
487,7.0,12.0,14.0,7.0,11.0,11.0,20
503,12.0,6.0,4.0,7.0,13.0,12.0,20
506,18.0,14.0,7.0,19.0,16.0,0.0,20
532,12.0,14.0,1.0,10.0,3.0,18.0,20
535,3.0,18.0,20.0,1.0,10.0,12.0,20
536,14.0,11.0,20.0,10.0,6.0,4.0,20
554,1.0,12.0,18.0,5.0,15.0,1.0,20
558,0.0,16.0,8.0,20.0,12.0,20.0,20
560,3.0,7.0,19.0,19.0,17.0,13.0,20
583,1.0,16.0,3.0,13.0,9.0,2.0,20
614,12.0,9.0,3.0,8.0,1.0,18.0,20
616,20.0,2.0,2.0,16.0,6.0,13.0,20
629,19.0,12.0,4.0,20.0,8.0,5.0,20
661,2.0,9.0,1.0,2.0,15.0,1.0,20
674,10.0,8.0,9.0,17.0,19.0,12.0,20
695,11.0,15.0,2.0,8.0,14.0,4.0,20
697,16.0,7.0,20.0,1.0,4.0,5.0,20
705,12.0,15.0,16.0,20.0,6.0,16.0,20
706,6.0,12.0,4.0,16.0,2.0,6.0,20
742,10.0,13.0,1.0,4.0,4.0,18.0,20
752,7.0,11.0,7.0,10.0,19.0,7.0,20
764,17.0,5.0,1.0,10.0,13.0,4.0,20
777,5.0,13.0,2.0,9.0,2.0,11.0,20
802,5.0,11.0,8.0,14.0,15.0,11.0,20
804,19.0,7.0,9.0,18.0,2.0,4.0,20
845,8.0,8.0,9.0,18.0,14.0,4.0,20
870,16.0,15.0,15.0,13.0,6.0,20.0,20
890,15.0,16.0,12.0,13.0,6.0,13.0,20
948,14.0,4.0,10.0,17.0,12.0,10.0,20
949,13.0,17.0,18.0,14.0,8.0,7.0,20
956,12.0,11.0,8.0,0.0,18.0,10.0,20
962,10.0,12.0,10.0,17.0,14.0,0.0,20
964,14.0,7.0,18.0,9.0,6.0,17.0,20
971,19.0,12.0,2.0,0.0,3.0,12.0,20
979,15.0,14.0,2.0,19.0,4.0,4.0,20
999,2.0,2.0,12.0,7.0,6.0,0.0,19
387,12.0,18.0,4.0,11.0,0.0,4.0,19
640,5.0,0.0,14.0,6.0,16.0,1.0,19
392,4.0,7.0,9.0,5.0,14.0,15.0,19
259,16.0,11.0,20.0,14.0,15.0,4.0,19
159,9.0,19.0,14.0,14.0,0.0,19.0,19
654,16.0,5.0,0.0,4.0,13.0,4.0,19
657,19.0,6.0,14.0,13.0,18.0,19.0,19
262,17.0,14.0,11.0,15.0,7.0,13.0,19
667,18.0,9.0,20.0,14.0,18.0,15.0,19
411,9.0,11.0,16.0,13.0,13.0,1.0,19
265,19.0,13.0,14.0,13.0,6.0,16.0,19
14,6.0,8.0,0.0,11.0,7.0,10.0,19
690,4.0,0.0,3.0,11.0,9.0,20.0,19
5,19.0,2.0,4.0,18.0,6.0,20.0,19
113,1.0,7.0,6.0,1.0,2.0,17.0,19
429,3.0,6.0,6.0,17.0,2.0,0.0,19
430,3.0,5.0,8.0,13.0,11.0,19.0,19
168,7.0,10.0,11.0,11.0,3.0,15.0,19
708,10.0,2.0,14.0,20.0,10.0,15.0,19
445,7.0,5.0,9.0,2.0,18.0,16.0,19
173,8.0,20.0,8.0,9.0,19.0,20.0,19
72,11.0,17.0,2.0,0.0,0.0,18.0,19
42,7.0,19.0,2.0,15.0,2.0,17.0,19
183,7.0,6.0,2.0,9.0,9.0,18.0,19
745,17.0,10.0,20.0,11.0,4.0,8.0,19
750,19.0,5.0,2.0,12.0,12.0,1.0,19
751,4.0,16.0,5.0,1.0,3.0,10.0,19
184,13.0,1.0,0.0,17.0,6.0,7.0,19
756,9.0,16.0,14.0,7.0,14.0,20.0,19
758,16.0,9.0,18.0,13.0,10.0,1.0,19
460,5.0,4.0,2.0,0.0,3.0,19.0,19
760,5.0,9.0,19.0,14.0,4.0,19.0,19
462,17.0,5.0,18.0,11.0,10.0,1.0,19
304,20.0,17.0,10.0,1.0,17.0,6.0,19
769,14.0,6.0,12.0,16.0,8.0,7.0,19
782,17.0,12.0,13.0,7.0,7.0,14.0,19
790,0.0,12.0,13.0,7.0,7.0,11.0,19
321,8.0,2.0,20.0,7.0,15.0,1.0,19
799,8.0,3.0,13.0,18.0,2.0,13.0,19
803,13.0,12.0,1.0,2.0,9.0,8.0,19
812,17.0,20.0,2.0,7.0,2.0,7.0,19
498,8.0,4.0,16.0,8.0,16.0,20.0,19
815,4.0,8.0,15.0,1.0,0.0,7.0,19
382,17.0,7.0,2.0,8.0,19.0,5.0,19
327,20.0,12.0,18.0,1.0,13.0,3.0,19
824,16.0,20.0,2.0,5.0,4.0,16.0,19
328,15.0,20.0,19.0,13.0,14.0,2.0,19
329,7.0,15.0,9.0,3.0,17.0,1.0,19
829,19.0,3.0,2.0,15.0,11.0,7.0,19
509,9.0,13.0,17.0,18.0,8.0,6.0,19
834,14.0,10.0,8.0,6.0,12.0,1.0,19
28,19.0,16.0,16.0,19.0,11.0,6.0,19
837,4.0,20.0,6.0,1.0,10.0,12.0,19
334,8.0,8.0,14.0,9.0,9.0,7.0,19
336,3.0,6.0,9.0,17.0,18.0,3.0,19
852,15.0,5.0,11.0,10.0,14.0,14.0,19
215,15.0,6.0,16.0,20.0,6.0,13.0,19
531,10.0,6.0,3.0,18.0,0.0,2.0,19
874,9.0,3.0,11.0,18.0,10.0,7.0,19
32,10.0,16.0,5.0,4.0,19.0,1.0,19
89,13.0,12.0,7.0,9.0,8.0,17.0,19
880,15.0,1.0,1.0,11.0,7.0,8.0,19
353,7.0,4.0,19.0,7.0,11.0,0.0,19
891,14.0,11.0,16.0,8.0,14.0,11.0,19
356,1.0,13.0,3.0,0.0,17.0,12.0,19
357,1.0,8.0,20.0,1.0,8.0,0.0,19
141,14.0,5.0,16.0,5.0,18.0,1.0,19
18,2.0,11.0,7.0,2.0,0.0,2.0,19
906,15.0,6.0,18.0,11.0,14.0,13.0,19
908,18.0,5.0,13.0,19.0,5.0,16.0,19
360,11.0,14.0,16.0,9.0,5.0,17.0,19
910,14.0,6.0,10.0,6.0,3.0,11.0,19
916,2.0,15.0,13.0,19.0,12.0,14.0,19
60,11.0,11.0,4.0,6.0,3.0,5.0,19
919,16.0,8.0,9.0,9.0,6.0,15.0,19
564,14.0,16.0,17.0,5.0,16.0,17.0,19
234,19.0,16.0,9.0,2.0,17.0,17.0,19
933,10.0,17.0,11.0,5.0,4.0,0.0,19
574,14.0,15.0,17.0,13.0,2.0,11.0,19
365,3.0,13.0,0.0,13.0,15.0,13.0,19
937,12.0,4.0,4.0,9.0,20.0,9.0,19
942,12.0,7.0,15.0,12.0,2.0,15.0,19
63,18.0,4.0,20.0,8.0,11.0,20.0,19
586,14.0,16.0,7.0,11.0,20.0,9.0,19
950,19.0,0.0,3.0,13.0,1.0,15.0,19
587,14.0,8.0,1.0,4.0,5.0,6.0,19
593,3.0,7.0,8.0,4.0,19.0,17.0,19
597,10.0,0.0,16.0,14.0,19.0,5.0,19
957,18.0,17.0,11.0,0.0,18.0,19.0,19
598,14.0,8.0,13.0,17.0,16.0,17.0,19
600,17.0,5.0,1.0,14.0,20.0,13.0,19
371,10.0,17.0,14.0,8.0,18.0,8.0,19
605,8.0,15.0,3.0,2.0,15.0,11.0,19
612,9.0,10.0,20.0,9.0,7.0,1.0,19
147,9.0,11.0,1.0,12.0,7.0,1.0,19
987,12.0,1.0,12.0,6.0,9.0,5.0,19
151,1.0,11.0,2.0,2.0,0.0,7.0,19
995,5.0,16.0,13.0,10.0,18.0,1.0,19
626,13.0,13.0,3.0,14.0,2.0,4.0,18
437,11.0,13.0,4.0,20.0,17.0,4.0,18
163,14.0,7.0,4.0,14.0,3.0,11.0,18
155,7.0,13.0,18.0,5.0,0.0,14.0,18
422,16.0,5.0,3.0,19.0,15.0,14.0,18
662,9.0,5.0,10.0,6.0,14.0,5.0,18
252,17.0,3.0,16.0,11.0,16.0,9.0,18
714,3.0,14.0,19.0,16.0,12.0,17.0,18
189,9.0,6.0,0.0,20.0,18.0,15.0,18
444,15.0,15.0,18.0,6.0,11.0,14.0,18
911,5.0,13.0,11.0,10.0,18.0,20.0,18
832,14.0,14.0,3.0,7.0,15.0,15.0,18
399,19.0,20.0,11.0,18.0,13.0,16.0,18
721,8.0,5.0,16.0,15.0,2.0,20.0,18
634,13.0,15.0,14.0,3.0,6.0,15.0,18
514,17.0,3.0,2.0,12.0,8.0,20.0,18
426,16.0,12.0,18.0,20.0,18.0,9.0,18
16,4.0,9.0,6.0,8.0,6.0,8.0,18
34,5.0,15.0,2.0,19.0,3.0,18.0,18
255,0.0,5.0,14.0,14.0,18.0,10.0,18
922,3.0,0.0,6.0,17.0,8.0,2.0,18
849,10.0,10.0,20.0,20.0,12.0,6.0,18
466,17.0,10.0,15.0,16.0,4.0,11.0,18
734,7.0,10.0,0.0,5.0,15.0,19.0,18
926,6.0,8.0,3.0,10.0,1.0,11.0,18
860,9.0,20.0,4.0,19.0,19.0,5.0,18
569,4.0,16.0,0.0,9.0,14.0,20.0,18
865,14.0,19.0,8.0,3.0,17.0,17.0,18
46,0.0,15.0,11.0,18.0,13.0,5.0,18
295,11.0,3.0,12.0,14.0,10.0,9.0,18
473,14.0,17.0,18.0,0.0,5.0,1.0,18
133,11.0,16.0,12.0,19.0,3.0,9.0,18
309,17.0,17.0,16.0,7.0,14.0,7.0,18
21,12.0,18.0,6.0,16.0,19.0,3.0,18
192,11.0,19.0,4.0,4.0,5.0,8.0,18
673,14.0,14.0,3.0,8.0,18.0,16.0,18
166,5.0,5.0,7.0,14.0,13.0,10.0,18
351,9.0,15.0,11.0,16.0,15.0,11.0,18
577,5.0,10.0,0.0,3.0,12.0,12.0,18
537,16.0,19.0,8.0,13.0,11.0,5.0,18
49,3.0,2.0,16.0,16.0,11.0,13.0,18
352,7.0,19.0,2.0,15.0,12.0,18.0,18
580,7.0,0.0,3.0,20.0,10.0,2.0,18
545,12.0,14.0,13.0,15.0,17.0,10.0,18
366,19.0,2.0,2.0,8.0,5.0,12.0,18
4,9.0,15.0,14.0,14.0,18.0,11.0,18
784,17.0,16.0,6.0,12.0,17.0,13.0,18
354,20.0,19.0,5.0,17.0,7.0,6.0,18
27,0.0,18.0,9.0,11.0,14.0,8.0,18
268,16.0,7.0,20.0,17.0,17.0,13.0,18
793,7.0,5.0,17.0,5.0,4.0,12.0,18
901,19.0,12.0,19.0,8.0,6.0,3.0,18
795,10.0,16.0,20.0,18.0,1.0,7.0,18
997,20.0,6.0,7.0,18.0,19.0,15.0,18
627,0.0,2.0,14.0,7.0,3.0,1.0,18
709,8.0,0.0,15.0,8.0,18.0,11.0,18
698,11.0,17.0,0.0,16.0,10.0,9.0,18
507,11.0,18.0,14.0,8.0,6.0,1.0,18
482,7.0,1.0,8.0,13.0,8.0,15.0,18
406,11.0,14.0,4.0,14.0,7.0,9.0,18
205,4.0,0.0,3.0,14.0,19.0,18.0,18
213,16.0,4.0,15.0,5.0,7.0,17.0,18
659,1.0,5.0,4.0,8.0,4.0,17.0,18
527,16.0,12.0,15.0,3.0,4.0,4.0,18
206,2.0,19.0,10.0,16.0,12.0,10.0,18
863,19.0,19.0,14.0,3.0,8.0,6.0,18
240,17.0,5.0,4.0,15.0,12.0,4.0,18
78,20.0,3.0,9.0,4.0,8.0,2.0,18
604,10.0,12.0,17.0,10.0,11.0,5.0,18
878,0.0,12.0,8.0,9.0,14.0,4.0,18
489,7.0,20.0,18.0,5.0,19.0,18.0,18
882,6.0,1.0,0.0,18.0,3.0,1.0,18
373,15.0,15.0,0.0,3.0,3.0,6.0,18
888,12.0,15.0,4.0,3.0,20.0,7.0,18
807,19.0,11.0,3.0,15.0,15.0,0.0,18
892,1.0,4.0,12.0,19.0,7.0,13.0,18
374,7.0,16.0,4.0,6.0,19.0,19.0,18
419,12.0,11.0,5.0,20.0,3.0,18.0,18
