row_id,col_1,col_2,col_3,col_4,col_5,col_6,pop
5523,18.0,16.0,14.0,17.0,20.0,7.0,24
8284,2.0,11.0,3.0,9.0,1.0,8.0,24
6376,11.0,3.0,7.0,1.0,3.0,11.0,24
8419,17.0,2.0,4.0,1.0,8.0,4.0,24
6637,12.0,17.0,11.0,20.0,3.0,6.0,24
8466,14.0,13.0,20.0,1.0,2.0,10.0,24
6788,11.0,2.0,2.0,20.0,16.0,5.0,24
8533,12.0,18.0,5.0,17.0,7.0,8.0,24
6922,12.0,8.0,14.0,17.0,19.0,6.0,24
9127,9.0,2.0,14.0,13.0,4.0,7.0,24
7140,17.0,11.0,14.0,8.0,7.0,17.0,24
8716,12.0,14.0,9.0,20.0,8.0,15.0,24
5356,2.0,15.0,2.0,0.0,7.0,8.0,24
8796,18.0,6.0,14.0,5.0,17.0,9.0,24
7458,18.0,6.0,14.0,13.0,2.0,4.0,24
3059,6.0,12.0,3.0,12.0,7.0,1.0,24
7498,9.0,4.0,9.0,4.0,19.0,20.0,24
9045,12.0,6.0,3.0,6.0,0.0,14.0,24
7530,12.0,13.0,18.0,7.0,12.0,19.0,24
9051,18.0,10.0,6.0,10.0,7.0,9.0,24
7646,12.0,19.0,8.0,1.0,18.0,14.0,24
9060,12.0,1.0,13.0,4.0,12.0,12.0,24
7924,12.0,4.0,4.0,1.0,0.0,16.0,24
9357,12.0,16.0,10.0,17.0,3.0,9.0,24
7994,1.0,12.0,20.0,1.0,3.0,1.0,24
9554,2.0,16.0,19.0,5.0,14.0,12.0,24
8092,12.0,12.0,16.0,17.0,18.0,16.0,24
9676,14.0,17.0,6.0,17.0,6.0,8.0,24
5552,18.0,12.0,15.0,17.0,19.0,18.0,24
9412,12.0,17.0,20.0,17.0,16.0,16.0,24
1070,7.0,0.0,14.0,17.0,0.0,10.0,24
11,2.0,4.0,15.0,17.0,16.0,10.0,24
8788,11.0,11.0,14.0,17.0,8.0,20.0,24
9473,6.0,12.0,19.0,5.0,3.0,11.0,24
8818,2.0,11.0,11.0,9.0,0.0,5.0,24
3078,12.0,2.0,2.0,14.0,20.0,18.0,24
9281,18.0,10.0,18.0,16.0,7.0,5.0,24
9609,0.0,12.0,11.0,18.0,7.0,7.0,24
5932,1.0,20.0,13.0,17.0,12.0,11.0,24
9627,14.0,19.0,2.0,14.0,7.0,10.0,24
185,6.0,20.0,9.0,9.0,19.0,1.0,24
274,2.0,13.0,18.0,15.0,6.0,7.0,24
709,12.0,2.0,6.0,5.0,8.0,11.0,24
445,18.0,2.0,10.0,4.0,16.0,6.0,24
828,18.0,5.0,0.0,11.0,17.0,15.0,24
465,7.0,5.0,9.0,4.0,17.0,9.0,24
434,12.0,17.0,8.0,8.0,8.0,9.0,24
9785,12.0,5.0,3.0,0.0,2.0,11.0,24
2636,2.0,10.0,2.0,17.0,18.0,13.0,24
9870,13.0,11.0,9.0,4.0,6.0,5.0,24
510,14.0,6.0,14.0,19.0,9.0,13.0,24
698,6.0,12.0,3.0,8.0,9.0,8.0,24
543,12.0,7.0,11.0,18.0,0.0,15.0,24
3119,15.0,6.0,9.0,14.0,7.0,10.0,24
1751,18.0,2.0,13.0,6.0,7.0,10.0,24
790,19.0,17.0,3.0,4.0,4.0,11.0,24
1927,10.0,12.0,14.0,17.0,6.0,5.0,24
1533,12.0,5.0,18.0,3.0,19.0,16.0,24
2418,7.0,6.0,14.0,10.0,17.0,13.0,24
9229,2.0,10.0,16.0,4.0,8.0,0.0,24
7355,12.0,13.0,17.0,19.0,7.0,4.0,24
9990,3.0,5.0,9.0,16.0,4.0,6.0,24
