row_id,col_0,col_1,col_2,col_3,col_4,col_5
204,19,11,1,15,20,12
205,14,13,20,14,17,8
206,8,17,8,19,18,1
207,10,16,4,9,15,6
208,18,5,14,8,17,6
209,3,7,20,10,2,5
210,2,10,6,7,13,15
211,20,9,20,9,15,1
212,1,18,4,17,10,3
213,8,0,12,7,19,20
214,11,1,2,13,2,4
215,4,2,10,16,1,5
216,12,16,16,7,9,1
217,12,7,9,20,5,9
218,5,10,18,14,0,15
219,5,9,13,8,1,13
220,13,5,4,2,10,10
221,7,3,12,2,13,3
222,12,11,9,6,4,7
223,19,2,7,12,7,14
224,20,5,7,12,6,15
225,15,20,17,5,20,14
226,3,20,18,15,2,4
227,15,4,16,18,3,11
228,15,15,18,20,18,2
229,19,17,2,16,4,5
230,4,2,6,1,5,9
231,6,13,19,7,19,19
232,15,7,0,0,8,3
233,3,2,3,16,20,9
234,19,7,17,3,8,19
235,11,8,18,13,13,6
236,9,16,9,4,6,9
237,20,18,13,16,17,8
238,18,16,4,7,19,12
239,20,10,2,0,6,18
240,16,3,13,2,18,4
241,12,20,5,15,11,4
242,19,3,9,20,4,5
243,8,17,5,0,12,17
244,3,20,9,9,16,18
245,9,1,19,5,12,12
246,18,11,19,12,15,10
247,5,3,14,6,18,11
248,0,17,6,9,3,17
249,3,1,1,15,18,2
250,4,9,0,20,9,2
251,4,8,7,17,3,12
252,19,13,12,3,9,19
253,3,14,3,18,4,16
254,2,18,3,14,1,16
255,2,11,0,18,2,0
256,19,20,15,19,0,4
257,10,9,13,10,4,2
258,15,13,6,4,13,10
259,3,20,17,12,18,11
260,16,2,18,10,4,14
261,18,18,3,2,0,16
262,20,11,17,15,9,19
263,5,17,8,18,5,15
264,15,7,8,14,14,12
265,10,10,10,12,14,9
266,2,15,15,6,2,19
267,11,8,10,0,14,4
268,18,14,14,14,19,1
269,11,8,4,18,6,14
270,20,1,9,1,6,7
271,5,5,16,7,20,1
272,20,8,10,8,13,10
273,7,11,2,9,10,18
274,8,10,17,16,17,2
275,2,1,16,4,18,5
276,13,13,12,8,11,13
277,11,9,13,2,5,13
278,15,15,0,3,9,2
279,17,3,5,16,18,2
280,1,14,5,6,0,12
281,8,16,4,1,17,14
282,12,15,3,11,19,3
283,2,11,10,10,5,9
284,17,12,2,17,5,11
285,10,17,4,8,17,3
286,10,6,16,0,17,13
287,1,12,0,12,5,15
288,14,4,5,8,4,18
289,6,7,6,4,17,8
290,13,18,6,13,6,15
291,16,20,7,20,19,8
292,2,0,15,12,14,11
293,5,3,2,14,6,18
294,3,15,12,0,5,20
295,0,15,1,17,13,11
296,19,13,11,14,10,12
297,7,19,12,8,8,10
298,6,16,16,0,5,16
299,2,4,18,19,14,10
300,18,12,4,18,3,17
301,18,20,7,16,1,10
302,20,2,19,20,7,14
303,20,13,8,4,6,6
304,6,7,16,9,12,11
305,3,10,18,18,18,4
306,8,17,15,20,3,9
307,7,9,11,8,5,18
308,5,8,2,13,20,5
309,4,11,7,19,14,2
310,2,6,13,13,17,7
311,7,15,4,11,6,15
312,3,14,20,17,14,13
313,6,1,10,13,18,6
314,7,11,20,16,19,15
315,9,2,11,6,18,2
316,2,1,12,13,4,18
317,11,15,3,17,11,2
318,3,17,3,9,2,12
319,6,12,3,2,17,4
320,0,13,11,3,2,2
321,17,20,11,3,11,16
322,7,11,10,12,13,6
323,20,2,6,6,2,7
324,12,4,6,14,20,18
325,14,20,4,19,16,5
326,6,8,1,19,10,1
327,14,11,20,3,13,8
328,8,6,8,7,7,18
329,3,12,19,20,6,7
330,7,10,13,4,4,14
331,9,2,19,6,2,11
332,16,16,6,2,1,0
333,0,3,17,18,20,1
334,0,8,16,3,4,8
335,12,19,1,2,13,16
336,8,8,8,12,7,3
337,17,5,7,2,16,3
338,5,0,10,14,16,6
339,16,17,18,17,15,12
340,20,17,6,12,14,20
341,4,6,11,7,0,14
342,17,10,6,3,14,10
343,7,2,0,20,17,3
344,2,12,19,4,9,6
345,15,18,10,17,2,17
346,4,16,12,20,5,7
347,18,18,17,2,13,8
348,12,20,10,3,11,3
349,17,2,10,14,16,14
350,19,19,11,10,5,6
351,9,11,2,5,12,7
352,15,13,20,1,16,7
353,2,0,6,1,8,20
354,0,11,20,13,4,16
355,15,0,1,4,10,0
356,1,17,1,15,13,7
357,10,11,12,2,18,9
358,20,3,4,11,0,1
359,2,0,20,13,4,4
360,7,0,14,18,4,12
361,15,16,18,11,1,16
362,8,20,18,2,12,16
363,10,10,3,13,10,2
364,8,6,5,6,6,18
365,15,5,5,8,20,12
366,12,10,4,10,13,10
367,16,14,4,9,18,14
368,14,12,7,2,16,1
369,8,0,7,20,6,0
370,15,14,9,12,8,19
371,3,12,10,8,2,10
372,12,14,5,9,20,5
373,2,5,12,17,6,10
374,14,6,1,4,4,20
375,1,9,13,10,15,15
376,12,12,5,13,10,4
377,10,4,7,1,11,12
378,7,8,13,3,10,16
379,8,19,9,3,16,8
380,19,19,14,11,11,7
381,18,16,2,8,8,19
382,8,6,0,14,14,17
383,18,8,14,12,9,12
384,18,20,6,0,20,10
385,17,17,20,19,18,6
386,8,14,0,0,9,4
387,2,15,11,18,4,4
388,6,7,11,19,20,5
389,1,11,10,8,14,4
390,16,15,12,19,11,1
391,15,17,4,4,14,2
392,13,16,14,14,14,18
393,9,5,0,0,16,6
394,9,18,14,8,8,10
395,3,3,1,1,2,8
396,1,2,18,19,1,19
397,11,12,4,18,18,1
398,13,4,3,5,15,20
399,5,5,3,14,3,17
400,16,18,11,17,9,10
401,6,9,13,12,15,16
402,4,2,9,15,13,13
403,20,18,17,20,3,10
404,12,13,17,20,5,19
405,18,20,18,20,6,9
406,12,6,1,8,15,12
407,12,20,6,0,6,8
408,17,12,2,18,4,18
409,16,11,2,14,0,19
410,6,19,12,19,7,6
411,1,11,11,1,10,5
412,19,4,11,12,18,2
413,4,0,1,20,1,1
414,19,4,11,11,5,4
415,20,20,7,4,14,10
416,12,6,16,15,10,7
417,14,7,12,3,16,6
418,18,3,18,16,10,1
419,18,0,8,20,14,12
420,9,13,2,15,3,1
421,12,6,5,17,1,6
422,12,6,16,18,10,11
423,4,9,19,14,5,0
424,2,19,0,16,2,15
425,19,20,4,19,13,4
426,15,0,12,1,12,14
427,2,1,20,11,19,19
428,12,5,15,0,3,19
429,13,12,7,13,2,13
430,2,3,6,9,6,1
431,2,13,1,7,3,14
432,12,19,4,10,18,16
433,7,1,7,2,14,8
434,19,7,13,9,0,13
435,1,17,7,18,9,10
436,1,16,17,10,10,18
437,15,8,8,16,10,17
438,20,7,9,2,19,6
439,13,15,2,3,19,12
440,17,11,11,13,3,11
441,18,11,18,17,15,5
442,2,8,13,13,0,1
443,7,9,19,9,1,9
444,18,14,1,20,18,0
445,1,12,5,9,10,0
446,5,5,20,18,8,16
447,0,2,8,10,18,1
448,5,6,18,11,1,11
449,5,5,15,8,17,18
450,16,7,10,16,14,15
451,1,5,8,13,18,20
452,17,7,9,20,4,14
453,1,13,14,13,19,7
454,14,11,8,0,8,5
455,13,17,9,6,2,15
456,8,2,20,19,0,1
457,15,17,0,20,11,1
458,10,17,9,6,16,13
459,18,8,17,2,4,16
460,15,17,7,18,7,0
461,4,4,20,18,3,3
462,15,3,0,1,20,14
463,15,1,14,1,12,0
464,9,19,15,2,16,0
465,16,11,1,15,19,12
466,16,15,8,2,9,18
467,0,8,1,6,7,2
468,1,8,5,4,4,16
469,5,20,9,19,8,17
470,1,0,8,17,0,17
471,20,7,8,11,0,4
472,6,16,19,2,8,4
473,18,0,5,4,2,18
474,18,6,17,9,18,20
475,10,19,3,12,1,6
476,19,15,7,10,9,10
477,14,9,14,2,5,3
478,6,17,9,8,13,8
479,7,7,10,4,17,19
480,6,20,14,19,17,12
481,1,14,11,12,18,9
482,11,12,12,15,15,18
483,2,4,1,12,4,11
484,11,3,16,3,1,19
485,2,20,18,11,7,20
486,19,12,18,2,4,8
487,9,14,6,18,13,12
488,16,19,12,2,8,20
489,0,11,10,15,3,7
490,13,1,5,10,17,6
491,11,17,16,7,13,11
492,12,18,9,15,20,14
493,11,13,3,19,3,15
494,2,9,16,0,13,19
495,19,5,18,11,17,4
496,14,9,13,4,19,10
497,19,14,12,12,3,3
498,16,4,4,13,7,7
499,13,0,19,3,0,11
500,14,20,4,12,20,16
501,12,3,6,8,11,5
502,10,13,8,16,7,14
503,4,5,19,20,13,0
504,10,11,4,3,15,18
505,2,20,1,13,13,11
506,12,18,10,7,15,15
507,7,10,12,18,10,2
508,1,7,5,14,14,17
509,9,2,0,20,11,10
510,18,18,11,13,9,1
511,9,11,0,7,9,12
512,15,18,19,15,17,17
513,16,20,1,7,4,14
514,15,6,11,18,6,18
515,9,3,19,2,2,16
516,20,13,15,1,0,11
517,18,4,20,15,12,15
518,4,18,12,0,0,17
519,16,15,2,18,14,1
520,4,18,1,9,11,20
521,0,14,3,2,2,15
522,3,3,12,20,10,16
523,7,7,16,14,4,0
524,4,4,19,6,15,1
525,11,18,20,20,20,9
526,4,14,13,19,18,3
527,8,7,15,2,11,14
528,0,7,7,0,19,17
529,2,10,6,0,15,3
530,17,20,0,14,20,18
531,20,20,5,13,5,7
532,4,12,17,13,4,1
533,17,13,11,13,9,0
534,9,19,16,11,0,19
535,18,17,18,18,0,13
536,10,3,4,10,3,7
537,14,2,6,11,11,11
538,10,7,0,2,14,19
539,4,3,18,17,16,16
540,10,8,6,20,13,15
541,20,4,9,15,8,2
542,1,7,11,15,15,5
543,20,9,16,7,12,14
544,19,14,4,15,20,19
545,15,3,2,7,14,10
546,0,19,18,16,16,16
547,7,20,1,16,12,14
548,18,11,0,18,16,13
549,7,6,0,15,15,17
550,9,10,13,12,11,9
551,1,15,5,18,1,2
552,12,20,11,6,4,5
553,8,1,17,8,0,5
554,4,10,18,3,3,16
555,9,9,8,14,5,19
556,15,15,4,13,18,1
557,13,9,3,6,10,10
558,15,17,15,12,19,18
559,3,11,6,17,13,20
560,9,4,3,16,13,14
561,8,5,13,16,4,10
562,7,0,18,14,5,10
563,11,8,10,18,4,5
564,6,17,13,15,18,6
565,20,16,4,18,7,2
566,8,12,9,20,2,4
567,5,12,6,0,5,2
568,7,18,0,5,12,12
569,6,0,2,2,14,9
570,13,3,5,13,10,19
571,1,9,17,12,18,11
572,15,19,14,12,16,12
573,19,8,5,3,0,9
574,5,9,17,2,12,13
575,19,8,5,19,4,2
576,19,3,8,7,2,10
577,20,18,8,17,3,13
578,2,11,18,4,19,4
579,2,7,9,18,1,16
580,17,6,20,18,13,15
581,11,15,1,7,19,11
582,16,7,18,4,3,2
583,8,9,6,20,12,0
584,17,20,5,10,0,14
585,10,0,12,17,15,5
586,0,13,10,9,18,12
587,12,19,18,0,4,15
588,3,20,7,8,6,2
589,14,1,13,19,10,11
590,7,1,20,2,20,15
591,4,9,8,1,18,10
592,6,10,6,0,12,5
593,7,9,16,13,9,7
594,13,19,3,0,8,13
595,11,3,12,6,3,9
596,12,16,19,2,8,13
597,14,11,1,19,3,10
598,3,12,18,0,4,3
599,1,0,12,15,13,2
600,7,14,14,4,0,5
601,7,15,12,14,20,16
602,5,13,19,13,19,8
603,8,15,5,6,7,5
604,15,18,13,10,9,7
605,10,5,4,18,3,19
606,6,12,16,7,14,15
607,12,6,0,13,1,7
608,0,6,9,20,16,3
609,20,17,17,10,0,0
610,14,20,6,19,20,15
611,2,13,5,6,19,2
612,4,20,5,19,20,19
613,17,6,2,8,5,13
614,1,14,12,2,19,13
615,1,14,2,19,11,7
616,9,17,16,8,10,2
617,16,19,15,14,11,10
618,4,6,16,2,3,19
619,10,18,4,10,1,8
620,4,5,8,15,20,12
621,11,15,8,20,3,12
622,6,2,2,13,10,20
623,13,6,15,7,15,13
624,20,12,8,10,19,8
625,2,17,2,3,13,18
626,11,10,18,16,16,8
627,13,12,6,18,11,15
628,19,9,17,7,18,4
629,9,3,10,14,16,0
630,12,1,11,0,12,2
631,18,12,11,15,2,10
632,6,16,0,5,4,12
633,20,14,4,4,6,16
634,13,13,12,17,9,15
635,19,6,16,18,19,4
636,18,5,11,16,19,2
637,13,1,20,19,9,14
638,19,16,16,11,0,10
639,2,15,3,14,17,8
640,8,0,17,14,0,8
641,20,1,6,14,1,19
642,20,12,7,0,3,15
643,10,20,3,11,9,0
644,17,7,19,19,9,8
645,7,14,9,5,13,18
646,14,20,15,18,0,7
647,19,4,16,13,1,15
648,20,3,10,15,6,3
649,12,10,10,12,1,9
650,18,20,7,15,8,14
651,13,10,3,20,1,14
652,7,17,18,8,0,9
653,0,8,10,18,6,13
654,16,0,16,12,14,7
655,7,11,13,20,2,18
656,1,18,12,6,10,1
657,18,2,14,20,15,17
658,4,5,5,11,9,8
659,10,17,8,19,14,3
660,15,3,4,3,5,17
661,16,10,9,2,5,2
662,16,12,1,12,9,7
663,14,15,5,12,0,14
664,0,20,9,1,5,10
665,18,11,15,9,1,18
666,18,12,9,19,8,4
667,9,0,17,1,5,5
668,0,10,10,18,4,16
669,16,15,4,2,13,11
670,0,1,7,11,1,9
671,10,15,6,19,7,7
672,12,0,2,13,13,20
673,1,10,11,4,5,18
674,15,18,20,4,7,15
675,17,11,16,13,12,9
676,5,10,10,4,9,6
677,0,0,8,6,9,2
678,15,11,18,11,2,1
679,1,10,18,6,11,3
680,2,16,0,4,11,18
681,1,13,16,16,0,18
682,10,13,18,12,20,3
683,2,1,11,1,20,15
684,6,2,17,19,5,12
685,16,3,11,2,17,10
686,13,16,5,9,7,16
687,12,12,5,3,8,12
688,11,3,16,10,9,19
689,19,19,4,7,3,8
690,1,5,14,7,2,20
691,7,0,18,14,17,6
692,2,3,1,3,5,16
693,9,14,14,12,17,16
694,16,12,9,8,12,1
695,14,1,2,17,15,19
696,2,11,10,18,20,1
697,10,2,6,18,7,11
698,11,12,9,19,4,0
699,5,5,8,15,6,6
700,6,16,7,20,16,9
701,19,3,14,17,13,3
702,14,6,5,13,15,2
703,2,11,3,16,19,20
704,2,18,12,11,1,3
705,5,8,9,3,5,8
706,8,1,20,14,19,11
707,4,19,20,3,4,13
708,12,18,9,15,0,9
709,7,0,14,17,0,20
710,18,18,9,16,3,17
711,7,1,18,12,0,11
712,20,5,1,10,18,11
713,6,15,1,18,1,1
714,12,19,1,11,5,12
715,14,1,12,18,6,20
716,11,5,10,20,5,17
717,9,5,15,10,0,2
718,16,8,6,15,11,19
719,18,1,19,18,11,6
720,6,12,1,9,9,3
721,0,0,1,18,15,15
722,19,7,16,4,11,15
723,15,4,2,2,18,2
724,0,11,1,2,2,7
725,11,14,12,18,10,8
726,0,13,15,1,1,8
727,4,1,20,6,7,4
728,14,0,10,8,11,18
729,3,20,6,4,3,10
730,5,7,11,7,14,0
731,1,6,6,8,14,4
732,10,10,10,7,9,16
733,0,6,7,4,7,3
734,12,14,1,16,20,0
735,13,6,17,19,16,16
736,12,16,16,16,5,19
737,18,17,3,4,10,1
738,1,6,3,18,10,10
739,1,18,14,8,1,14
740,8,13,10,12,13,12
741,0,11,14,10,6,14
742,8,13,0,14,2,1
743,9,10,10,5,2,14
744,15,9,20,19,3,11
745,6,7,17,8,1,5
746,12,0,10,13,10,20
747,5,1,8,11,17,6
748,18,0,13,18,1,16
749,5,6,2,3,9,17
750,18,14,5,2,6,12
751,20,4,15,11,10,9
752,0,11,6,9,17,4
753,7,15,16,13,10,14
754,13,10,15,10,4,19
755,9,20,3,17,10,20
756,5,6,2,7,12,16
757,10,1,17,18,1,14
758,16,0,9,7,8,2
759,2,11,19,15,8,4
760,2,17,0,9,20,11
761,17,12,9,12,1,13
762,0,5,1,4,15,11
763,18,8,1,5,7,9
764,13,19,20,2,17,11
765,14,12,9,2,4,6
766,7,19,5,11,17,7
767,7,6,6,13,11,3
768,1,6,1,10,18,5
769,0,9,0,3,13,17
770,20,0,2,7,16,0
771,5,18,7,13,5,7
772,2,1,9,4,12,11
773,12,3,20,18,8,8
774,14,0,6,12,15,7
775,13,0,15,1,5,12
776,12,20,16,8,16,13
777,13,11,10,1,20,17
778,14,19,17,3,4,13
779,16,2,3,4,3,6
780,11,16,17,1,6,19
781,5,11,7,16,7,20
782,7,18,5,11,20,19
783,1,18,1,15,16,14
784,15,18,10,19,14,5
785,14,13,6,12,9,5
786,4,9,2,6,15,1
787,12,3,1,1,18,16
788,14,11,2,10,3,2
789,3,16,15,18,6,11
790,20,13,7,5,0,11
791,11,0,5,5,7,1
792,1,14,12,7,16,16
793,5,12,7,12,20,11
794,0,9,15,17,20,10
795,6,19,10,19,4,18
796,14,8,0,2,19,8
797,3,2,19,7,13,11
798,19,15,12,3,17,8
799,2,1,12,0,6,8
800,15,11,7,15,0,0
801,4,19,1,20,12,11
802,6,7,19,14,19,17
803,3,17,13,9,5,11
804,18,14,9,11,4,10
805,17,1,1,7,18,20
806,8,11,19,9,8,1
807,10,13,17,19,11,13
808,19,14,9,13,10,19
809,5,17,17,4,14,18
810,15,10,10,4,1,5
811,13,6,8,4,16,9
812,15,4,20,14,19,17
813,6,19,2,3,9,18
814,14,9,1,15,10,10
815,15,18,15,17,19,5
816,9,7,11,4,8,4
817,9,9,9,11,8,18
818,11,3,14,18,15,3
819,11,10,7,6,19,2
820,14,10,2,9,16,16
821,5,14,1,4,3,10
822,9,13,16,14,9,8
823,10,19,2,5,11,13
824,19,11,13,9,18,14
825,5,20,13,12,15,15
826,0,1,6,9,0,16
827,5,18,2,0,14,4
828,14,0,0,7,6,9
829,12,16,14,6,15,0
830,14,10,17,3,3,8
831,7,2,4,6,1,4
832,18,18,4,10,11,7
833,19,8,4,1,1,14
834,8,18,1,13,3,9
835,14,9,7,17,11,19
836,8,14,12,8,10,19
837,15,1,3,18,2,8
838,17,10,19,16,10,4
839,4,2,15,0,6,13
840,11,10,17,2,15,5
841,20,1,20,5,20,3
842,7,0,9,9,6,4
843,18,8,7,19,12,7
844,0,15,19,18,4,10
845,10,16,9,18,11,8
846,15,20,1,2,2,19
847,18,20,4,11,15,0
848,19,10,2,4,8,16
849,8,10,12,20,18,14
850,4,4,3,18,20,3
851,7,14,14,5,7,16
852,19,4,15,0,11,19
853,8,3,15,18,12,9
854,7,6,17,9,8,13
855,7,4,9,12,4,20
856,9,8,17,0,5,9
857,9,16,18,1,15,6
858,20,9,7,11,5,10
859,1,12,4,16,18,17
860,20,8,13,13,16,12
861,5,2,9,6,0,8
862,15,5,20,4,16,20
863,20,3,19,4,20,12
864,3,17,1,16,18,4
865,6,4,17,13,11,5
866,19,0,16,17,15,8
867,5,3,7,11,11,13
868,2,7,11,12,10,4
869,16,13,0,6,4,1
870,5,7,18,14,9,8
871,4,12,5,13,0,4
872,9,0,17,19,9,20
873,1,13,11,11,13,2
874,10,11,16,11,17,20
875,1,8,6,4,1,3
876,12,19,9,20,7,3
877,13,18,15,0,8,4
878,6,18,19,18,6,20
879,9,11,8,16,5,19
880,2,11,12,5,3,13
881,18,0,4,9,12,7
882,19,2,11,0,7,18
883,2,10,12,16,7,14
884,15,11,13,18,13,7
885,3,18,5,10,10,13
886,17,3,5,19,1,4
887,20,0,2,10,1,12
888,2,17,13,7,1,3
889,13,19,19,20,6,7
890,16,10,20,4,2,18
891,20,18,13,19,6,0
892,9,7,17,15,5,14
893,20,7,1,19,7,2
894,9,14,6,17,11,13
895,5,20,12,2,17,7
896,3,15,7,5,17,0
897,0,5,6,5,16,7
898,8,4,0,17,9,19
899,1,19,14,10,6,16
900,13,15,20,3,19,17
901,6,0,9,4,4,1
902,0,4,15,16,14,7
903,2,20,5,16,12,11
904,16,13,1,7,3,14
905,12,19,16,20,3,9
906,1,5,20,17,10,12
907,18,13,17,11,3,13
908,18,16,4,10,12,10
909,3,13,15,14,18,20
910,5,20,19,4,0,15
911,18,9,6,7,6,1
912,6,2,20,7,10,16
913,3,3,19,7,13,12
914,11,3,20,6,13,10
915,2,10,6,12,18,9
916,11,12,16,7,20,11
917,2,8,7,13,12,14
918,20,5,15,16,20,18
919,12,13,14,4,9,7
920,6,9,20,20,9,10
921,18,11,17,19,5,10
922,3,19,1,1,9,7
923,19,20,6,14,16,14
924,5,2,5,16,11,1
925,0,17,17,8,2,3
926,12,9,7,5,13,5
927,4,6,1,19,8,19
928,8,1,14,5,4,2
929,20,13,19,5,18,16
930,18,13,20,7,17,19
931,9,17,11,4,3,15
932,5,11,0,16,11,18
933,13,18,16,15,2,13
934,18,10,10,17,4,9
935,13,15,7,15,15,14
936,18,14,17,1,8,15
937,12,17,15,13,0,12
938,16,5,5,4,8,11
939,17,13,8,2,20,10
940,9,20,15,5,0,13
941,8,1,7,6,15,12
942,7,12,14,8,10,0
943,13,7,16,4,16,13
944,18,18,9,4,0,15
945,1,16,9,6,14,13
946,8,13,13,17,14,1
947,1,5,16,11,6,6
948,16,2,7,17,15,6
949,20,14,3,14,7,20
950,17,19,12,14,6,2
951,12,10,14,5,8,9
952,9,7,16,14,10,7
953,12,14,5,10,0,14
954,19,5,10,0,2,12
955,5,7,19,13,13,0
956,16,18,9,10,5,19
957,3,6,8,1,12,11
958,13,6,20,2,12,19
959,13,2,13,8,19,20
960,8,14,13,5,4,10
961,5,13,14,7,20,1
962,15,4,1,1,15,4
963,11,10,19,19,12,4
964,18,1,16,1,6,16
965,3,10,8,10,12,5
966,5,19,20,4,4,14
967,13,8,11,8,14,5
968,15,11,4,2,1,18
969,17,17,8,11,20,3
970,15,10,14,18,7,6
971,15,19,9,1,8,2
972,4,19,12,8,12,14
973,18,3,8,8,13,4
974,1,7,15,8,11,3
975,20,4,4,18,12,4
976,18,2,14,4,15,5
977,13,20,18,3,6,20
978,6,4,1,13,13,11
979,20,13,7,7,11,11
980,0,12,4,19,1,0
981,15,10,18,14,16,0
982,19,15,9,14,17,10
983,13,17,14,16,12,14
984,4,8,13,5,8,2
985,1,14,5,10,3,18
986,10,6,18,7,16,7
987,15,18,9,16,6,1
988,17,11,20,7,16,13
989,7,7,17,4,8,1
990,9,6,12,19,15,14
991,4,13,14,15,12,20
992,18,1,15,10,12,9
993,10,15,12,19,7,0
994,2,2,20,4,18,0
995,9,4,7,9,13,3
